product_no,product_url,product_name,category,sub_category,price,fabric,fit_type,size_range,recommended_body_type,body_cover_features,style_tags,season,length_type,sleeve_type,color_options,recommended_age,coordination_items,product_summary,shoulder,chest,chest_measure_type,armhole,sleeve,sleeve_circumference,length,length_front,length_back,measurement_source,raw_measurements
28738,https://www.misharp.co.kr/product/detail.html?product_no=28738,르부아 에어 윈드 하프 점퍼,아우터,점퍼,87700,나일론100% 소재를 사용해 / 나일론100% 소재입니다 / 나일론 100% 소재로 시원하고 쾌적하게 입을 수 있습니다,루즈핏,55-88,어깨좁음,뱃살커버;힙커버;허리라인보정,데일리;오피스룩,여름;겨울,하프,긴팔,블랙;베이지,4050,데님,"미샵 - 르부아 에어 윈드 하프 점퍼 (2 color) 르부아 에어 윈드 하프 점퍼 (2 color) (해외배송 가능상품) ( 건) 르부아 에어 윈드 하프 점퍼 (2 color) 98,500원 87,700원 남은시간 1일 00:03:23 (10,800원 할인) 2026-05-11 12:00 ~ 2026-05-15 12:00 870원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵",51.5,64,circumference,59,58,,,,,text,"[{""어깨단면"": ""51.5""}, {""암홀둘레"": ""59""}, {""소매길이"": ""58""}, {""가슴둘레"": ""128""}]"
27923,https://www.misharp.co.kr/product/detail.html?product_no=27923,매그 F 423 슬랙스 - 브라운만 진행,팬츠,슬랙스,35200,레이온65% 나일론35% 혼용 소재입니다 / 나일론35% 혼용 소재입니다,,55-77,복부체형;하체통통,힙커버;허리라인보정,데일리;오피스룩,봄;가을;간절기,기본,긴팔,브라운,4050,슬랙스;데님;니트,★미샵 SS제작 시리즈 168★,,,,,,,,,,,
26422,https://www.misharp.co.kr/product/detail.html?product_no=26422,마르 린넨 라운드 니트,니트/가디건,니트,46700,,세미루즈,55-77,어깨좁음,허리라인보정,페미닌;데일리;오피스룩,여름,기본,긴팔,블랙;베이지;핑크;브라운,4050,슬랙스;데님;스커트;니트,"미샵 - 마르 린넨 라운드 니트 (4 color) 마르 린넨 라운드 니트 (4 color) (해외배송 가능상품) ( 건) 마르 린넨 라운드 니트 (4 color) 52,500원 46,700원 남은시간 1일 00:03:20 (5,800원 할인) 2026-05-11 12:00 ~ 2026-05-15 12:00 460원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요",,52,circumference,,54,,,,,text,"[{""소매길이"": ""54""}, {""가슴둘레"": ""104""}]"
27244,https://www.misharp.co.kr/product/detail.html?product_no=27244,언밸런스 절개 플레어 데님 스커트,팬츠,데님,58600,코튼100% 데님 소재입니다,,66-66반,복부체형;하체통통,힙커버;허리라인보정,클래식;데일리,겨울,기본,긴팔,,4050,데님;스커트;니트,"미샵 - 언밸런스 절개 플레어 데님 스커트 (1 color) 언밸런스 절개 플레어 데님 스커트 (1 color) (해외배송 가능상품) ( 건) 언밸런스 절개 플레어 데님 스커트 (1 color) 65,800원 58,600원 남은시간 1일 00:03:18 (7,200원 할인) 2026-05-11 12:00 ~ 2026-05-15 12:00 580원 (1%) 재입고 알림 SMS 상품 옵션 사이즈",,,,,,,,,,,
27899,https://www.misharp.co.kr/product/detail.html?product_no=27899,라이트 린넨 긴팔 가디건,니트/가디건,가디건,28900,폴리에스터20% 비스코스20% 혼용 니트입니다 / 비스코스20% 혼용 니트입니다,,55-77,어깨좁음,허리라인보정,클래식;데일리;오피스룩,봄;여름;가을,기본,긴팔,화이트;그레이;핑크,4050,데님;원피스;니트,"미샵 - 라이트 린넨 긴팔 가디건 (3 color) 라이트 린넨 긴팔 가디건 (3 color) (해외배송 가능상품) ( 건) 라이트 린넨 긴팔 가디건 (3 color) 32,500원 28,900원 남은시간 1일 00:03:17 (3,600원 할인) 2026-05-11 12:00 ~ 2026-05-15 12:00 280원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해",44,55.5,circumference,52,58,,,,,text,"[{""어깨단면"": ""44""}, {""암홀둘레"": ""52""}, {""소매길이"": ""58""}, {""가슴둘레"": ""111""}]"
28739,https://www.misharp.co.kr/product/detail.html?product_no=28739,3피스 피너츠 릴렉스 잠옷 세트 / 사이즈별,,,25600,폴리에스터100% 소재입니다 / 폴리에스터 100% 소재로 변형 걱정이 적습니다,,55-88,어깨좁음;복부체형;하체통통,힙커버,데일리,여름;겨울,기본,긴팔,핑크,4050,데님,"【남,녀 사이즈 / 3piece 세트】",44,53,circumference,48,19.5,,,,,text,"[{""어깨단면"": ""44""}, {""암홀둘레"": ""48""}, {""소매길이"": ""19.5""}, {""가슴둘레"": ""106""}]"
19739,https://www.misharp.co.kr/product/detail.html?product_no=19739,쿠션 고리 덧신,,,3400,,,,4050 여성 일반체형,허리라인보정,데일리,여름,기본,긴팔,블랙;베이지,4050,데님,"고신축의 쿨링 원단, 쿠션 패드!",,,,,,,,,,,
28733,https://www.misharp.co.kr/product/detail.html?product_no=28733,무드 시어서커 이지 핏 점퍼,아우터,점퍼,52100,,,55-88,어깨좁음;복부체형;하체통통,뱃살커버;허리라인보정,데일리,봄;여름;가을,기본,반팔,블랙;화이트;그레이,4050,데님,【몸에 붙지 않는 시어서커형 원단】,52,66.5,circumference,58,56,,,,,text,"[{""어깨단면"": ""52""}, {""암홀둘레"": ""58""}, {""소매길이"": ""56""}, {""가슴둘레"": ""133""}]"
22878,https://www.misharp.co.kr/product/detail.html?product_no=22878,매그 S 481 슬랙스,팬츠,슬랙스,32500,,,55-44,복부체형;하체통통,힙커버;허리라인보정,데일리,봄;겨울,기본,긴팔,블랙;베이지;핑크,4050,슬랙스;데님,★ SS제작 팬츠 155 ★,,,,,,,,,,,
28732,https://www.misharp.co.kr/product/detail.html?product_no=28732,비율 완성 크롭 캔버스 셔츠,블라우스/셔츠,셔츠,31000,코튼100% 소재입니다,,55-77,어깨좁음;하체통통,허리라인보정,데일리;오피스룩,겨울,크롭,긴팔,화이트;아이보리;네이비,4050,슬랙스;데님;스커트,"미샵 - 비율 완성 크롭 캔버스 셔츠 (2 color) 비율 완성 크롭 캔버스 셔츠 (2 color) (해외배송 가능상품) ( 건) 비율 완성 크롭 캔버스 셔츠 (2 color) 34,800원 31,000원 남은시간 1일 00:03:09 (3,800원 할인) 2026-05-11 12:00 ~ 2026-05-15 12:00 310원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션",49,57,circumference,46,56,,,,,text,"[{""어깨단면"": ""49""}, {""암홀둘레"": ""46""}, {""소매길이"": ""56""}, {""가슴둘레"": ""114""}]"
28735,https://www.misharp.co.kr/product/detail.html?product_no=28735,슬림스트 핀턱 와이드 팬츠,팬츠,팬츠,40800,,,55-66,복부체형;하체통통,힙커버;허리라인보정,클래식;데일리,겨울,기본,긴팔,화이트,4050,데님;니트,【인디고염색의 히코리 스트라이프】,,,,,,,,,,,
27502,https://www.misharp.co.kr/product/detail.html?product_no=27502,러쉬 스트라이프 루즈핏 셔츠,블라우스/셔츠,셔츠,25400,코튼100% 소재입니다,오버핏,55-77,어깨좁음;하체통통,힙커버,데일리,여름,기본,긴팔,화이트;핑크,4050,데님,"미샵 - 러쉬 스트라이프 루즈핏 셔츠 (2 color) 러쉬 스트라이프 루즈핏 셔츠 (2 color) (해외배송 가능상품) ( 건) 러쉬 스트라이프 루즈핏 셔츠 (2 color) 28,500원 25,400원 남은시간 1일 00:03:05 (3,100원 할인) 2026-05-11 12:00 ~ 2026-05-15 12:00 250원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션",60,65.5,circumference,56,45,,,,,text,"[{""어깨단면"": ""60""}, {""암홀둘레"": ""56""}, {""소매길이"": ""45""}, {""가슴둘레"": ""131""}]"
27699,https://www.misharp.co.kr/product/detail.html?product_no=27699,내추럴핏 U넥 나시,,,16500,코튼65% 폴리35% 혼용 소재입니다 / 폴리35% 혼용 소재입니다,정핏,55-66반,어깨좁음;하체통통,허리라인보정,클래식;데일리;오피스룩,여름,롱,긴팔,블랙;아이보리;베이지;브라운,4050,데님;스커트,【코튼65% / 고슬고슬 린넨 터치감】,32,46,circumference,44,,,,,,text,"[{""어깨단면"": ""32""}, {""암홀둘레"": ""44""}, {""가슴둘레"": ""92""}]"
28145,https://www.misharp.co.kr/product/detail.html?product_no=28145,레이스 트리밍 홈웨어 잠옷 바지 / 사이즈별,팬츠,팬츠,13200,폴리에스터100% 소재입니다,,66-77,복부체형;하체통통,뱃살커버;힙커버,페미닌;데일리,,기본,긴팔,아이보리;그레이;핑크,4050,데님,【F/L 사이즈별 제작】 4핑크/L(66-77) 라스트 1장,,,,,,,,,,,
27499,https://www.misharp.co.kr/product/detail.html?product_no=27499,팝 크로스 방수 앞치마,,,23000,나일론100% 소재이며,,55-77,4050 여성 일반체형,,데일리,,기본,긴팔,,4050,데님,【물이나 양념이 젖지 않는 방수원단】,,,,,,,,,,,
27626,https://www.misharp.co.kr/product/detail.html?product_no=27626,솔리드 쿨 토시,,,12900,,,,4050 여성 일반체형,,데일리,,기본,긴팔,블랙;화이트;그레이,4050,데님,"미샵 - 솔리드 쿨 토시 (6 color) 솔리드 쿨 토시 (6 color) (해외배송 가능상품) ( 건) 솔리드 쿨 토시 (6 color) 14,500원 12,900원 남은시간 1일 00:02:59 (1,600원 할인) 2026-05-11 12:00 ~ 2026-05-15 12:00 120원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ---------",,,,,,,,,,,
19740,https://www.misharp.co.kr/product/detail.html?product_no=19740,쿨 드라이 덧신,,,3400,,,,4050 여성 일반체형,,데일리,여름,기본,긴팔,블랙,4050,데님,오랜 착용에도 쾌적!,,,,,,,,,,,
27462,https://www.misharp.co.kr/product/detail.html?product_no=27462,썸머 레이어드 네트 조끼,,,22700,,,55-66반,어깨좁음;복부체형,뱃살커버,데일리,여름,크롭,반팔,아이보리;베이지;네이비;소라,4050,데님;스커트;니트,"미샵 - 썸머 레이어드 네트 조끼 (4 color) 썸머 레이어드 네트 조끼 (4 color) (해외배송 가능상품) ( 건) 썸머 레이어드 네트 조끼 (4 color) 25,500원 22,700원 남은시간 1일 00:02:56 (2,800원 할인) 2026-05-11 12:00 ~ 2026-05-15 12:00 220원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해",36,46,circumference,48,,,,,,text,"[{""어깨단면"": ""36""}, {""암홀둘레"": ""48""}, {""가슴둘레"": ""92""}]"
28731,https://www.misharp.co.kr/product/detail.html?product_no=28731,디어 코지 아사면 잠옷 팬츠,팬츠,팬츠,13200,,세미루즈,55-77,복부체형;하체통통,뱃살커버;힙커버,데일리,여름;겨울,기본,긴팔,핑크;네이비,4050,데님,【60수 고밀도의 쾌적함 / XL제작】,,,,,,,,,,,
28728,https://www.misharp.co.kr/product/detail.html?product_no=28728,올리버 시보리 반팔 맨투맨,티셔츠,티셔츠,23000,코튼96% 스판4% 혼용 소재입니다 / 스판4% 혼용 소재입니다,,55-77,어깨좁음,허리라인보정,데일리,여름;겨울,기본,반팔,화이트;그레이;소라,4050,데님;스커트,"미샵 - 올리버 시보리 반팔 맨투맨 (4 color) 올리버 시보리 반팔 맨투맨 (4 color) (해외배송 가능상품) ( 건) 올리버 시보리 반팔 맨투맨 (4 color) 25,800원 23,000원 남은시간 1일 00:02:53 (2,800원 할인) 2026-05-11 12:00 ~ 2026-05-15 12:00 230원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선",38,51,circumference,46,21,,,,,text,"[{""어깨단면"": ""38""}, {""암홀둘레"": ""46""}, {""소매길이"": ""21""}, {""가슴둘레"": ""102""}]"
28730,https://www.misharp.co.kr/product/detail.html?product_no=28730,스테이 온 밴딩 와이드 코튼 팬츠,팬츠,팬츠,35200,코튼 96%와 스판 4% 혼용 소재이며 / 코튼96% 스판4% 혼용 소재입니다 / 스판 4% 혼용 소재이며 / 스판4% 혼용 소재입니다,,55-66반,복부체형;하체통통,힙커버;허리라인보정,데일리;오피스룩,겨울,기본,긴팔,블랙;화이트;베이지,4050,데님,"미샵 - 스테이 온 밴딩 와이드 코튼 팬츠 (3 color) 스테이 온 밴딩 와이드 코튼 팬츠 (3 color) (해외배송 가능상품) ( 건) 스테이 온 밴딩 와이드 코튼 팬츠 (3 color) 39,500원 35,200원 남은시간 1일 00:02:52 (4,300원 할인) 2026-05-11 12:00 ~ 2026-05-15 12:00 350원 (1%) 재입고 알림 SMS 상품 옵션 컬러",,,,,,,,,,,
28729,https://www.misharp.co.kr/product/detail.html?product_no=28729,베넷 레이어드 카라 니트,니트/가디건,니트,31600,폴리에스터94% 울6% 혼용 원사입니다 / 울6% 혼용 원사입니다,세미루즈,55-66반,어깨좁음,,클래식;데일리;오피스룩,여름;겨울,기본,반팔,그레이;네이비,4050,데님;니트,【레이어드 한 듯 편한 디자인】,37,47,circumference,46,22,,,,,text,"[{""어깨단면"": ""37""}, {""암홀둘레"": ""46""}, {""소매길이"": ""22""}, {""가슴둘레"": ""94""}]"
24134,https://www.misharp.co.kr/product/detail.html?product_no=24134,(기획) 클래식 텐션 블라우스,블라우스/셔츠,블라우스,23000,,오버핏,55-66반,어깨좁음,뱃살커버;허리라인보정,클래식;데일리;오피스룩,여름;가을;겨울,기본,긴팔,블랙;화이트;네이비;브라운,4050,데님;니트,【사이즈별 제작 】,38,52.5,circumference,43,59,,,,,text,"[{""어깨단면"": ""38""}, {""암홀둘레"": ""43""}, {""소매길이"": ""59""}, {""가슴둘레"": ""105""}]"
27473,https://www.misharp.co.kr/product/detail.html?product_no=27473,7부 벌룬 브이 가디건,니트/가디건,가디건,31000,비스코스67% 혼용 니트입니다,,55-77,어깨좁음;하체통통,허리라인보정,페미닌;데일리,,기본,긴팔,블랙;화이트;아이보리;그레이;브라운,4050,슬랙스;데님;스커트;니트,"미샵 - 7부 벌룬 브이 가디건 (4 color) 7부 벌룬 브이 가디건 (4 color) (해외배송 가능상품) ( 건) 7부 벌룬 브이 가디건 (4 color) 34,800원 31,000원 남은시간 1일 00:02:47 (3,800원 할인) 2026-05-11 12:00 ~ 2026-05-15 12:00 310원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요",39,52,circumference,42,37,,,,,text,"[{""어깨단면"": ""39""}, {""암홀둘레"": ""42""}, {""소매길이"": ""37""}, {""가슴둘레"": ""104""}]"
23766,https://www.misharp.co.kr/product/detail.html?product_no=23766,다니 레글런 티셔츠,블라우스/셔츠,셔츠,26300,,,55-77,어깨좁음;팔뚝통통;하체통통,팔뚝커버;뱃살커버;힙커버;허리라인보정,데일리,여름;겨울,기본,긴팔,블랙;아이보리,4050,데님,통통체형 날씬이 핏 추천!,,56,circumference,,43,,,,,text,"[{""소매길이"": ""43""}, {""가슴둘레"": ""112""}]"
27427,https://www.misharp.co.kr/product/detail.html?product_no=27427,버뮤다 뒷밴딩 와이드 데님,팬츠,데님,34300,코튼100% 소재입니다,,44-77,복부체형;하체통통,힙커버,페미닌;데일리,여름,기본,긴팔,그레이,4050,데님,"미샵 - 버뮤다 뒷밴딩 와이드 데님 (2 color) 버뮤다 뒷밴딩 와이드 데님 (2 color) (해외배송 가능상품) ( 건) 버뮤다 뒷밴딩 와이드 데님 (2 color) 38,500원 34,300원 남은시간 1일 00:02:44 (4,200원 할인) 2026-05-11 12:00 ~ 2026-05-15 12:00 340원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선",,,,,,,,,,,
26629,https://www.misharp.co.kr/product/detail.html?product_no=26629,N. 브린 레이온 나시,,,34300,폴리10% 원단으로 아주 부드럽고 매끄러운 결을 연출하며 / 폴리10% 혼용 소재입니다 / 레이온90% 폴리10% 원단으로 아주 부드럽고 매끄러운 결을 연출하며 / 레이온90% 폴리10% 혼용 소재입니다,,55-77,어깨좁음,,데일리,,기본,긴팔,블랙;베이지;브라운,4050,데님,【고퀄한 실키 브랜드 원단】,34.5,49.5,circumference,40,,,,,,text,"[{""어깨단면"": ""34.5""}, {""암홀둘레"": ""40""}, {""가슴둘레"": ""99""}]"
28740,https://www.misharp.co.kr/product/detail.html?product_no=28740,더블 스트랩 웨지 샌들힐,,,47000,,,,4050 여성 일반체형,허리라인보정,데일리,겨울,기본,긴팔,블랙;아이보리,4050,데님;스커트;원피스,【5cm 안정적인 굽높이】,,,,,,,,,,,
28741,https://www.misharp.co.kr/product/detail.html?product_no=28741,지오 린넨 트윌리,,,14100,,,,4050 여성 일반체형,,데일리;오피스룩,봄;여름;가을,기본,긴팔,블랙;핑크,4050,데님,"미샵 - 지오 린넨 트윌리 (4 color) 지오 린넨 트윌리 (4 color) (해외배송 가능상품) ( 건) 지오 린넨 트윌리 (4 color) 15,800원 14,100원 남은시간 1일 00:02:39 (1,700원 할인) 2026-05-11 12:00 ~ 2026-05-15 12:00 140원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------",,,,,,,,,,,
27335,https://www.misharp.co.kr/product/detail.html?product_no=27335,그루밍 프릴 블라우스,블라우스/셔츠,블라우스,43200,,세미루즈,55-77,어깨좁음,,클래식;데일리,봄;여름;가을,기본,긴팔,블랙;아이보리;베이지,4050,슬랙스;데님;니트,★ SS 제작상의 60 ★ 【4계절 내내 활용가능!】,37,51,circumference,48,61,,,,,text,"[{""어깨단면"": ""37""}, {""암홀둘레"": ""48""}, {""소매길이"": ""61""}, {""가슴둘레"": ""102""}]"
28726,https://www.misharp.co.kr/product/detail.html?product_no=28726,위캔드 논페이드 패치 데님,팬츠,데님,48500,면100% 소재의 가벼운 논페이드 데님이며 / 코튼100% 소재로 탄탄함과 부드러움이 공존하는 소재입니다,,77-99,복부체형;하체통통,힙커버;허리라인보정,데일리,겨울,기본,긴팔,블랙;화이트,4050,데님,【이염 방지 가공의 논페이드 데님】,,,,,,,,,,,
28725,https://www.misharp.co.kr/product/detail.html?product_no=28725,스트릿 자수 레터링 셔츠,블라우스/셔츠,셔츠,38700,폴리에스터100% 소재입니다,,55-77,어깨좁음;하체통통,힙커버,데일리;오피스룩,봄;여름;가을,기본,긴팔,아이보리;소라,4050,데님,"미샵 - 스트릿 자수 레터링 셔츠 (2 color) 스트릿 자수 레터링 셔츠 (2 color) (해외배송 가능상품) ( 건) 스트릿 자수 레터링 셔츠 (2 color) 43,500원 38,700원 남은시간 1일 00:02:35 (4,800원 할인) 2026-05-11 12:00 ~ 2026-05-15 12:00 380원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해",60,65,circumference,52,52.5,,,,,text,"[{""어깨단면"": ""60""}, {""암홀둘레"": ""52""}, {""소매길이"": ""52.5""}, {""가슴둘레"": ""130""}]"
28724,https://www.misharp.co.kr/product/detail.html?product_no=28724,라비 스트링 데님 셔츠 자켓,아우터,자켓,52100,,,55-77,어깨좁음,허리라인보정,클래식;데일리,봄;가을;겨울,기본,긴팔,,4050,데님,"미샵 - 라비 스트링 데님 셔츠 자켓 (1 color) 라비 스트링 데님 셔츠 자켓 (1 color) (해외배송 가능상품) ( 건) 라비 스트링 데님 셔츠 자켓 (1 color) 58,500원 52,100원 남은시간 1일 00:02:33 (6,400원 할인) 2026-05-11 12:00 ~ 2026-05-15 12:00 520원 (1%) 재입고 알림 SMS 상품 옵션 옵션선택 상품 목록 상",67,67,circumference,50,44,,,,,text,"[{""어깨단면"": ""67""}, {""암홀둘레"": ""50""}, {""소매길이"": ""44""}, {""가슴둘레"": ""134""}]"
28723,https://www.misharp.co.kr/product/detail.html?product_no=28723,로그 텐션 배색 반팔 티셔츠,블라우스/셔츠,셔츠,22100,코튼94% 스판6% 혼용 소재입니다 / 스판6% 혼용 소재입니다,정핏,55-66반,어깨좁음,뱃살커버,클래식;데일리;오피스룩,여름;겨울,기본,반팔,블랙;아이보리;네이비;브라운,4050,슬랙스;데님,【밀도 높은 코튼94% 스판6% 혼용】,41,48,circumference,44,19,,,,,text,"[{""어깨단면"": ""41""}, {""암홀둘레"": ""44""}, {""소매길이"": ""19""}, {""가슴둘레"": ""96""}]"
27444,https://www.misharp.co.kr/product/detail.html?product_no=27444,밀리 와이드 코튼 팬츠,팬츠,팬츠,28900,,,55-77,복부체형;하체통통,힙커버;허리라인보정,데일리,봄;여름;가을,기본,긴팔,블랙;화이트;아이보리;핑크;카키,4050,데님,【국내공정 / 탄탄한 코튼】,,,,,,,,,,,
26721,https://www.misharp.co.kr/product/detail.html?product_no=26721,루스 절개 라인 셔츠,블라우스/셔츠,셔츠,26300,,,55-77,어깨좁음;복부체형;하체통통,힙커버;허리라인보정,데일리,여름,기본,긴팔,,4050,데님;니트,"미샵 - 루스 절개 라인 셔츠 (2 color) 루스 절개 라인 셔츠 (2 color) (해외배송 가능상품) ( 건) 루스 절개 라인 셔츠 (2 color) 29,500원 26,300원 남은시간 1일 00:02:29 (3,200원 할인) 2026-05-11 12:00 ~ 2026-05-15 12:00 260원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 -",53.5,53,circumference,43,41,,,,,text,"[{""어깨단면"": ""53.5""}, {""암홀둘레"": ""43""}, {""소매길이"": ""41""}, {""가슴둘레"": ""106""}]"
24934,https://www.misharp.co.kr/product/detail.html?product_no=24934,모먼트 모달 라운드 티셔츠,블라우스/셔츠,셔츠,14100,코튼57% 모달 스판 혼용 원단이며,,55-77,어깨좁음,,데일리,여름;겨울,기본,긴팔,블랙;화이트;아이보리,4050,데님,"미샵 - 모먼트 모달 라운드 티셔츠 (3 color) 모먼트 모달 라운드 티셔츠 (3 color) (해외배송 가능상품) ( 건) 모먼트 모달 라운드 티셔츠 (3 color) 15,800원 14,100원 남은시간 1일 00:02:27 (1,700원 할인) 2026-05-11 12:00 ~ 2026-05-15 12:00 140원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선",45,51.5,circumference,42,18,,,,,text,"[{""어깨단면"": ""45""}, {""암홀둘레"": ""42""}, {""소매길이"": ""18""}, {""가슴둘레"": ""103""}]"
27631,https://www.misharp.co.kr/product/detail.html?product_no=27631,투 타입 러블리 홈웨어 잠옷 바지,팬츠,팬츠,12000,폴리에스터100% 지지미 소재입니다,,55-66,복부체형;하체통통,힙커버,데일리,여름;겨울,기본,긴팔,핑크,4050,데님,"미샵 - 투 타입 러블리 홈웨어 잠옷 바지 (4 color) 투 타입 러블리 홈웨어 잠옷 바지 (4 color) (해외배송 가능상품) ( 건) 투 타입 러블리 홈웨어 잠옷 바지 (4 color) 13,500원 12,000원 남은시간 1일 00:02:25 (1,500원 할인) 2026-05-11 12:00 ~ 2026-05-15 12:00 120원 (1%) 재입고 알림 SMS 상품 옵션 컬러",,,,,,,,,,,
27615,https://www.misharp.co.kr/product/detail.html?product_no=27615,경량 쿠션 플랫폼 샌들,,,55900,,,55-55,4050 여성 일반체형,,데일리,겨울,기본,긴팔,블랙,4050,데님,정말 가볍고 폭신한 착화감!,,,,,,,,,,,
28722,https://www.misharp.co.kr/product/detail.html?product_no=28722,사계절 실키 스트레치 셔츠,블라우스/셔츠,셔츠,32500,폴리에스터62% 레이온 / 스판6% 혼용으로 구김이 적고,정핏,55-77,어깨좁음,,클래식;데일리;오피스룩,봄;가을;겨울,기본,긴팔,블랙;화이트,4050,데님;니트,【스판6% 혼용의 편안함】,37,47,circumference,42,59.5,,,,,text,"[{""어깨단면"": ""37""}, {""암홀둘레"": ""42""}, {""소매길이"": ""59.5""}, {""가슴둘레"": ""94""}]"
28720,https://www.misharp.co.kr/product/detail.html?product_no=28720,컬러 배색 쿨메쉬 긴팔 가디건,니트/가디건,가디건,32500,폴리에스터51% 혼용 원사입니다 / 울5% 폴리에스터51% 혼용 원사입니다,세미루즈,55-77,어깨좁음;하체통통,뱃살커버;힙커버,데일리;오피스룩,여름;겨울,기본,긴팔,,4050,데님;니트,"미샵 - 컬러 배색 쿨메쉬 긴팔 가디건 (2 color) 컬러 배색 쿨메쉬 긴팔 가디건 (2 color) (해외배송 가능상품) ( 건) 컬러 배색 쿨메쉬 긴팔 가디건 (2 color) 36,500원 32,500원 남은시간 1일 00:02:21 (4,000원 할인) 2026-05-11 12:00 ~ 2026-05-15 12:00 320원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수]",39,52.5,circumference,46,61,,,,,text,"[{""어깨단면"": ""39""}, {""암홀둘레"": ""46""}, {""소매길이"": ""61""}, {""가슴둘레"": ""105""}]"
27434,https://www.misharp.co.kr/product/detail.html?product_no=27434,올가 S 507 블랙 코튼 팬츠,팬츠,팬츠,43200,코튼97% 스판3% 소재이며 / 스판3% 소재이며,,55-44,복부체형;하체통통,힙커버;허리라인보정,클래식;데일리;오피스룩,,기본,긴팔,블랙,4050,슬랙스;데님,★ SS제작 팬츠 167 ★ 【20수고밀도/ 효소 바이오가공 코튼】,,,,,,,,,,,
28718,https://www.misharp.co.kr/product/detail.html?product_no=28718,소피아 프릴 브이넥 블라우스,블라우스/셔츠,블라우스,58600,면 100% 소재로 자연스러운 촉감을 주며 엠보 자수의 스트라이프 패턴이 쾌적한 착용감을 제공합니다 / 코튼100% 소재입니다,,55-77,어깨좁음,허리라인보정,페미닌;데일리;오피스룩;모임룩,겨울,기본,긴팔,블랙;화이트;그레이,4050,데님,"미샵 - 소피아 프릴 브이넥 블라우스 (3 color) 소피아 프릴 브이넥 블라우스 (3 color) (해외배송 가능상품) ( 건) 소피아 프릴 브이넥 블라우스 (3 color) 65,800원 58,600원 남은시간 1일 00:02:18 (7,200원 할인) 2026-05-11 12:00 ~ 2026-05-15 12:00 580원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션",40,52,circumference,47,64.5,,,,,text,"[{""어깨단면"": ""40""}, {""암홀둘레"": ""47""}, {""소매길이"": ""64.5""}, {""가슴둘레"": ""104""}]"
27789,https://www.misharp.co.kr/product/detail.html?product_no=27789,런던 레터링 피그먼트 반팔 티셔츠,블라우스/셔츠,셔츠,17600,,정핏,55-77,어깨좁음,,클래식;데일리,여름;겨울,기본,반팔,블랙;화이트;브라운,4050,슬랙스;데님;스커트,"미샵 - 런던 레터링 피그먼트 반팔 티셔츠 (3 color) 런던 레터링 피그먼트 반팔 티셔츠 (3 color) (해외배송 가능상품) ( 건) 런던 레터링 피그먼트 반팔 티셔츠 (3 color) 19,800원 17,600원 남은시간 1일 00:02:16 (2,200원 할인) 2026-05-11 12:00 ~ 2026-05-15 12:00 170원 (1%) 재입고 알림 SMS 상품 옵션 컬러",44,52,circumference,41,23,,,,,text,"[{""어깨단면"": ""44""}, {""암홀둘레"": ""41""}, {""소매길이"": ""23""}, {""가슴둘레"": ""104""}]"
28719,https://www.misharp.co.kr/product/detail.html?product_no=28719,클레어 보트넥 핀체크 원피스,원피스/스커트,원피스,65400,면100% 소재를 사용하여 피부에 닿는 촉감이 놀라울 정도로 매끄럽습니다,,55-77,어깨좁음;복부체형,팔뚝커버;허리라인보정,페미닌;데일리;오피스룩;모임룩,여름;겨울,롱,긴팔,블랙;네이비,4050,데님;원피스,【허리 뒷밴딩/고밀도 쾌적 코튼】,,49,circumference,,54,,,,,text,"[{""소매길이"": ""54""}, {""가슴둘레"": ""98""}]"
